Level;CIUO-88 Título SP;Código CIUO-88;Código CIUO-08; CIUO-08 parte;CIUO-08 Título SP;
4;Agentes de aduana e inspectores de fronteras;3441;3351;;Agentes de aduana e inspectores de fronteras;
4;Funcionarios del fisco;3442;3352;;Agentes de administración tributaria;
4;Funcionarios de servicios de seguridad social;3443;3353;;Agentes de servicios de seguridad social;
4;Funcionarios de servicios de expedición de licencias y permisos;3444;3354;;Agentes de servicios de expedición de licencias y permisos;
4;Agentes de las administraciones públicas de aduanas, impuestos y afines, no clasificados bajo otros epígrafes;3449;3359;p;Agentes de la administración pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes;
4;Inspectores de policía y detectives;3450;3355;;Inspectores de policía y detectives;
4;Inspectores de policía y detectives;3450;3411;;Profesionales de nivel medio del derecho y servicios legales y afines;
4;Trabajadores y asistentes sociales de nivel medio;3460;3412;;Trabajadores y asistentes sociales de nivel medio;
4;Decoradores y diseñadores;3471;2163;;Diseñadores de productos y de prendas;
4;Decoradores y diseñadores;3471;2166;;Diseñadores gráficos y multimedia;
4;Decoradores y diseñadores;3471;3432;;Diseñadores y decoradores de interior;
4;Decoradores y diseñadores;3471;3433;;Técnicos en galerías de arte, museos y bibliotecas;
4;Decoradores y diseñadores;3471;7316;p;Redactores de carteles, pintores decorativos y grabadores;
4;Locutores de radio y televisión y afines;3472;2642;p;Periodistas;
4;Locutores de radio y televisión y afines;3472;2656;;Locutores de radio, televisión y otros medios de comunicación;
4;Músicos, cantantes y bailarines callejeros, de cabaret y afines;3473;2652;p;Músicos, cantantes y compositores;
4;Músicos, cantantes y bailarines callejeros, de cabaret y afines;3473;2653;p;Bailarines y coreógrafos;
4;Payasos, prestidigitadores, acróbatas y afines;3474;2659;;Artistas creativos e interpretativos no clasificados bajo otros epígrafes;
4;Atletas, deportistas y afines;3475;3421;;Atletas y deportistas;
4;Atletas, deportistas y afines;3475;3422;;Entrenadores, instructores y árbitros de actividades deportivas;
4;Atletas, deportistas y afines;3475;3423;p;Instructores de educación física y actividades recreativas;
4;Auxiliares laicos de los cultos;3480;3413;;Auxiliares laicos de las religiones;
4;Taquígrafos y mecanógrafos;4111;3341;p;Supervisores de secretaría;
4;Taquígrafos y mecanógrafos;4111;4131;p;Operadores de máquinas de procesamiento de texto y mecanógrafos;
4;Operadores de máquinas de tratamiento de textos y afines;4112;3341;p;Supervisores de secretaría;
4;Operadores de máquinas de tratamiento de textos y afines;4112;4131;p;Operadores de máquinas de procesamiento de texto y mecanógrafos;
4;Operadores de entrada de datos;4113;4132;p;Grabadores de datos;
4;Operadores de calculadoras;4114;3341;p;Supervisores de secretaría;
4;Operadores de calculadoras;4114;4132;p;Grabadores de datos;
4;Secretarios;4115;3341;p;Supervisores de secretaría;
4;Secretarios;4115;3341;p;Supervisores de secretaría;
4;Secretarios;4115;3342;p;Secretarios jurídicos;
4;Secretarios;4115;3344;p;Secretarios médicos;
4;Secretarios;4115;4120;;Secretarios (general);
4;Empleados de contabilidad y cálculo de costos;4121;3341;p;Supervisores de secretaría;
4;Empleados de contabilidad y cálculo de costos;4121;4311;;Empleados de contabilidad y cálculo de costos;
4;Empleados de contabilidad y cálculo de costos;4121;4313;;Empleados encargados de las nóminas;
4;Empleados de servicios estadísticos y financieros;4122;3341;p;Supervisores de secretaría;
4;Empleados de servicios estadísticos y financieros;4122;4312;;Empleados de servicios estadísticos, financieros y de seguros;
4;Empleados de control de abastecimientos e inventario;4131;3341;p;Supervisores de secretaría;
4;Empleados de control de abastecimientos e inventario;4131;4321;;Empleados de control de abastecimientos e inventario;
4;Empleados de servicios de apoyo a la producción;4132;3341;p;Supervisores de secretaría;
4;Empleados de servicios de apoyo a la producción;4132;4322;;Empleados de servicios de apoyo a la producción;
4;Empleados de servicios de transporte;4133;3341;p;Supervisores de secretaría;
4;Empleados de servicios de transporte;4133;4323;;Empleados de servicios de transporte;
4;Empleados de bibliotecas y archivos;4141;3341;p;Supervisores de secretaría;
4;Empleados de bibliotecas y archivos;4141;4411;;Empleados de bibliotecas;
4;Empleados de bibliotecas y archivos;4141;4415;;Empleados de archivos;
4;Empleados de servicios de correos;4142;3341;p;Supervisores de secretaría;
4;Empleados de servicios de correos;4142;4412;;Empleados de servicios de correos;
4;Codificadores de datos, correctores de pruebas de imprenta y afines;4143;3252;;Técnicos en documentación sanitaria;
4;Codificadores de datos, correctores de pruebas de imprenta y afines;4143;3341;p;Supervisores de secretaría;
4;Codificadores de datos, correctores de pruebas de imprenta y afines;4143;4413;;Codificadores de datos, correctores de pruebas de imprenta y afines;
4;Escribientes públicos y afines;4144;3341;p;Supervisores de secretaría;
4;Escribientes públicos y afines;4144;4414;;Escribientes públicos y afines;
4;Otros oficinistas;4190;3341;p;Supervisores de secretaría;
4;Otros oficinistas;4190;4110;;Oficinistas generales;
4;Otros oficinistas;4190;4227;;Entrevistadores de encuestas y de investigaciones de mercados;
4;Otros oficinistas;4190;4416;;Empleados del servicio de personal;
4;Otros oficinistas;4190;4419;;Personal de apoyo administrativo no clasificado bajo otros epígrafes;
4;Cajeros y expendedores de billetes;4211;4211;p;Cajeros de bancos y afines;
4;Cajeros y expendedores de billetes;4211;4212;p;Receptores de apuestas y afines;
4;Cajeros y expendedores de billetes;4211;5230;;Cajeros y expendedores de billetes;
4;Pagadores y cobradores de ventanilla y taquilleros;4212;4211;p;Cajeros de bancos y afines;
4;Receptores de apuestas y afines;4213;4212;p;Receptores de apuestas y afines;
4;Prestamistas;4214;4213;;Prestamistas;
4;Cobradores y afines;4215;4214;;Cobradores y afines;
4;Empleados de agencias de viajes;4221;4221;p;Empleados de agencias de viajes;
4;Recepcionistas y empleados de informaciones;4222;3341;p;Supervisores de secretaría;
4;Recepcionistas y empleados de informaciones;4222;4222;;Empleados de centros de llamadas;
4;Recepcionistas y empleados de informaciones;4222;4224;;Recepcionistas de hoteles;
4;Recepcionistas y empleados de informaciones;4222;4225;;Empleados de ventanillas de informaciones;
4;Recepcionistas y empleados de informaciones;4222;4226;;Recepcionistas (general);
4;Recepcionistas y empleados de informaciones;4222;4229;;Empleados de servicios de información al cliente no clasificados bajo otros epígrafes;
4;Telefonistas;4223;3341;p;Supervisores de secretaría;
4;Telefonistas;4223;4223;;Telefonistas;
4;Camareros y azafatas;5111;5111;;Auxiliares de servicio de abordo;
4;Revisores, guardas y cobradores de los transportes públicos;5112;5112;;Revisores y cobradores de los transportes públicos;
4;Guías;5113;5113;;Guías de turismo;
4;Ecónomos, mayordomos y afines;5121;5151;;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;
4;Ecónomos, mayordomos y afines;5121;5152;;Ecónomos y mayordomos domésticos ;
4;Cocineros;5122;3434;;Chefs;
4;Cocineros;5122;5120;;Cocineros;
4;Cocineros;5122;9411;;Cocineros de comidas rápidas;
4;Camareros y taberneros;5123;5131;;Camareros de mesas;
4;Camareros y taberneros;5123;5132;;Camareros de barra;
4;Niñeras y celadoras infantiles;5131;5311;;Cuidadores de niños;
4;Niñeras y celadoras infantiles;5131;5312;;Auxiliares de maestros;
4;Ayudantes de enfermería en instituciones;5132;3258;;Ayudantes de ambulancias;
4;Ayudantes de enfermería en instituciones;5132;5321;;Trabajadores de los cuidados personales en instituciones;
4;Ayudantes de enfermería en instituciones;5132;5329;;Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes;
4;Ayudantes de enfermería a domicilio;5133;5322;;Trabajadores de los cuidados personales a domicilio;
4;Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes;5139;5164;;Cuidadores de animales;
4;Trabajadores de los cuidados personales y afines, no clasificados bajo otros epígrafes;5139;5329;;Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes;
4;Peluqueros, especialistas en tratamientos de belleza y afines;5141;5141;;Peluqueros;
4;Peluqueros, especialistas en tratamientos de belleza y afines;5141;5142;;Especialistas en tratamientos de belleza y afines;
4;Acompañantes y ayudas de cámara;5142;5162;;Acompañantes y ayudantes de cámara;
4;Personal de pompas fúnebres y embalsamadores;5143;5163;;Personal de pompas fúnebres y embalsamadores;
4;Otros trabajadores de servicios personales a particulares, no clasificados bajo otros epígrafes;5149;5169;p;Trabajadores de servicios personales no clasificados bajo otros epígrafes;
4;Astrólogos y afines;5151;5161;p;Astrólogos, adivinadores y afines;
4;Adivinadores, quirománticos y afines;5152;5161;p;Astrólogos, adivinadores y afines;
4;Bomberos;5161;5411;;Bomberos;
4;Policías;5162;5412;;Policías;
4;Guardianes de prisión;5163;5413;;Guardianes de prisión;
4;Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes;5169;5414;p;Guardias de protección;
4;Personal de los servicios de protección y seguridad, no clasificado bajo otros epígrafes;5169;5419;;Personal de los servicios de protección no clasificados bajo otros epígrafes;
4;Modelos de modas, arte y publicidad;5210;5241;;Modelos de moda, arte y publicidad;
4;Vendedores y demostradores de tiendas y almacenes;5220;5222;;Supervisores de tiendas y almacenes;
4;Vendedores y demostradores de tiendas y almacenes;5220;5223;;Asistentes de venta de tiendas y almacenes;
4;Vendedores y demostradores de tiendas y almacenes;5220;5242;;Demostradores de tiendas;
4;Vendedores y demostradores de tiendas y almacenes;5220;5245;;Expendedores de gasolineras;
4;Vendedores y demostradores de tiendas y almacenes;5220;5246;p;Vendedores de comidas al mostrador;
4;Vendedores y demostradores de tiendas y almacenes;5220;5249;;Vendedores no clasificados bajo otros epígrafes;
4;Vendedores de quioscos y de puestos de mercado;5230;5211;;Vendedores de quioscos y de puestos de mercado;
4;Vendedores de quioscos y de puestos de mercado;5230;5246;p;Vendedores de comidas al mostrador;
4;Agricultores y trabajadores calificados de cultivos extensivos;6111;6111;p;Agricultores y trabajadores calificados de cultivos extensivos;
4;Agricultores y trabajadores calificados de plantaciones de árboles y arbustos;6112;6112;p;Agricultores y trabajadores calificados de plantaciones de árboles y arbustos;
4;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines;6113;6113;p;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines;
4;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines;6113;9214;;Peones de jardinería y horticultura;
4;Agricultores y trabajadores calificados de cultivos mixtos;6114;6114;p;Agricultores y trabajadores calificados de cultivos mixtos;
4;Criadores de ganado y otros animales domésticos, productores de leche y sus derivados;6121;6121;p;Criadores de ganado;
4;Avicultores y trabajadores calificados de la avicultura;6122;6122;p;Avicultores y trabajadores calificados de la avicultura;
4;Agricultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura;6123;6123;p;Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura;
4;Criadores y trabajadores calificados de la cría de animales domésticos diversos;6124;6121;p;Criadores de ganado;
4;Criadores y trabajadores calificados de la cría de animales domésticos diversos;6124;6122;p;Avicultores y trabajadores calificados de la avicultura;
4;Criadores y trabajadores calificados de la cría de animales domésticos diversos;6124;6123;p;Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura;
4;Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes;6129;5164;;Cuidadores de animales;
4;Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes;6129;6129;;Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes;
4;Productores y trabajadores agropecuarios calificados cuya producción se destina al mercado;6130;6130;p;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado;
4;Taladores y otros trabajadores forestales;6141;6210;p;Trabajadores forestales calificados y afines;
4;Carboneros de carbón vegetal y afines;6142;6210;p;Trabajadores forestales calificados y afines;
4;Criadores de especies acuáticas;6151;6221;;Trabajadores de explotaciones de acuicultura;
4;Pescadores de agua dulce y aguas costeras;6152;6222;;Pescadores de agua dulce y en aguas costeras;
4;Pescadores de agua dulce y aguas costeras;6152;7541;p;Buzos;
4;Pescadores de alta mar;6153;6223;;Pescadores de alta mar;
4;Cazadores y tramperos;6154;6224;;Cazadores y tramperos;
4;Trabajadores agropecuarios y pesqueros de subsistencia;6210;6310;;Trabajadores agrícolas de subsistencia;
4;Trabajadores agropecuarios y pesqueros de subsistencia;6210;6320;;Trabajadores pecuarios de subsistencia;
4;Trabajadores agropecuarios y pesqueros de subsistencia;6210;6330;;Trabajadores agropecuarios de subsistencia;
4;Trabajadores agropecuarios y pesqueros de subsistencia;6210;6340;;Pescadores, cazadores, tramperos y recolectores de subsistencia;
4;Mineros y canteros;7111;3121;;Supervisores en ingeniería de minas;
4;Mineros y canteros;7111;8111;p;Mineros y operadores de instalaciones mineras;
4;Pegadores;7112;7542;;Dinamiteros y pegadores;
4;Tronzadores, labrantes y grabadores de piedra;7113;7113;p;Mamposteros, tronzadores, labrantes y grabadores de piedra;
4;Constructores con técnicas y materiales tradicionales;7121;7111;p;Constructores de casas;
4;Albañiles y mamposteros;7122;7112;;Albañiles;
4;Albañiles y mamposteros;7122;7113;p;Mamposteros, tronzadores, labrantes y grabadores de piedra;
4;Operarios en cemento armado, enfoscadores y afines;7123;7114;;Operarios en cemento armado, enfoscadores y afines;
4;Carpinteros de armar y de blanco;7124;7115;;Carpinteros de armar y de obra blanca;
4;Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes;7129;3123;p;Supervisores de la construcción;
4;Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes;7129;7111;p;Constructores de casas;
4;Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes;7129;7119;;Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes;
4;Techadores;7131;7121;;Techadores;
4;Parqueteros y colocadores de suelos;7132;7122;;Parqueteros y colocadores de suelos;
4;Revocadores;7133;7123;;Revocadores;
4;Instaladores de material aislante y de insonorización;7134;7124;;Instaladores de material aislante y de insonorización;
4;Cristaleros;7135;7125;;Cristaleros;
4;Fontaneros e instaladores de tuberías;7136;7126;;Fontaneros e instaladores de tuberías;
4;Fontaneros e instaladores de tuberías;7136;7127;p;Mecánicos-montadores de instalaciones de refrigeración y climatización;
4;Electricistas de obras y afines;7137;7411;;Electricistas de obras y afines;
4;Pintores y empapeladores;7141;7131;;Pintores y empapeladores;
4;Barnizadores y afines;7142;7132;;Barnizadores y afines;
4;Limpiadores de fachadas y deshollinadores;7143;7133;;Limpiadores de fachadas y deshollinadores;
4;Limpiadores de fachadas y deshollinadores;7143;7544;;Fumigadores y otros controladores de plagas y malas hierbas;
4;Moldeadores y macheros;7211;7211;;Moldeadores y macheros;
4;Soldadores y oxicortadores;7212;7212;;Soldadores y oxicortadores;
4;Chapistas y caldereros;7213;7213;;Chapistas y caldereros;
4;Montadores de estructuras metálicas;7214;7214;;Montadores de estructuras metálicas;
4;Aparejadores y empalmadores de cables;7215;7215;;Aparejadores y empalmadores de cables;
4;Buzos;7216;7541;p;Buzos;
4;Herreros y forjadores;7221;7221;;Herreros y forjadores;
4;Herramentistas y afines;7222;7222;;Herramentistas y afines;
4;Reguladores y reguladores-operadores de máquinas herramientas;7223;7223;p;Reguladores y operadores de máquinas herramientas;
4;Pulidores de metales y afiladores de herramientas;7224;7224;;Pulidores de metales y afiladores de herramientas;
4;Mecánicos y ajustadores de vehículos de motor;7231;7231;;Mecánicos y reparadores de vehículos de motor;
4;Mecánicos y ajustadores de vehículos de motor;7231;7234;;Reparadores de bicicletas y afines;
4;Mecánicos y ajustadores de motores de avión;7232;7232;;Mecánicos y reparadores de motores de avión;
4;Mecánicos y ajustadores de máquinas agrícolas e industriales;7233;7127;p;Mecánicos-montadores de instalaciones de refrigeración y climatización;
4;Mecánicos y ajustadores de máquinas agrícolas e industriales;7233;7233;;Mecánicos y reparadores de máquinas agrícolas e industriales;
4;Mecánicos y ajustadores electricistas;7241;7412;;Mecánicos y ajustadores electricistas;
4;Ajustadores electronicistas;7242;7421;p;Mecánicos y reparadores en electrónica;
4;Ajustadores electronicistas;7242;7422;p;Instaladores y reparadores en tecnología de la información y las comunicaciones;
4;Mecánicos y reparadores de aparatos electrónicos;7243;7421;p;Mecánicos y reparadores en electrónica;
4;Mecánicos y reparadores de aparatos electrónicos;7243;7422;p;Instaladores y reparadores en tecnología de la información y las comunicaciones;
4;Instaladores y reparadores de telégrafos y teléfonos;7244;7422;p;Instaladores y reparadores en tecnología de la información y las comunicaciones;
4;Instaladores y reparadores de líneas eléctricas;7245;7413;;Instaladores y reparadores de líneas eléctricas ;
4;Instaladores y reparadores de líneas eléctricas;7245;7422;p;Instaladores y reparadores en tecnología de la información y las comunicaciones;
4;Mecánicos y reparadores de instrumentos de precisión;7311;3214;;Técnicos de prótesis médicas y dentales;
4;Mecánicos y reparadores de instrumentos de precisión;7311;7311;;Mecánicos y reparadores de instrumentos de precisión;
4;Constructores y afinadores de instrumentos musicales;7312;7312;;Fabricantes y afinadores de instrumentos musicales;
4;Joyeros, orfebres y plateros;7313;7313;;Joyeros, orfebres y plateros;
4;Alfareros y afines (barro, arcilla y abrasivos);7321;7314;;Alfareros y afines (barro, arcilla y abrasivos);
4;Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio;7322;7315;;Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio;
4;Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio;7322;7549;;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes;
4;Grabadores de vidrio;7323;7316;p;Redactores de carteles, pintores decorativos y grabadores;
4;Pintores decoradores de vidrio, cerámica y otros materiales;7324;7316;p;Redactores de carteles, pintores decorativos y grabadores;
4;Artesanos de la madera y materiales similares;7331;7317;p;Artesanos en madera, cestería y materiales similares;
4;Artesanos de la madera y materiales similares;7331;7319;p;Artesanos no clasificados bajo otros epígrafes;
4;Artesanos de los tejidos, el cuero y materiales similares;7332;7318;p;Artesanos de los tejidos, el cuero y materiales similares;
4;Cajistas, tipógrafos y afines;7341;7321;p;Cajistas, tipógrafos y afines;
4;Cajistas, tipógrafos y afines;7341;7322;p;Impresores;
4;Estereotipistas y galvanotipistas;7342;7321;p;Cajistas, tipógrafos y afines;
4;Grabadores de imprenta y fotograbadores;7343;7321;p;Cajistas, tipógrafos y afines;
4;Operarios de la fotografía y afines;7344;8132;p;Operadores de máquinas para fabricar productos fotográficos;
4;Encuadernadores y afines;7345;7323;p;Encuadernadores y afines;
4;Impresores de sericigrafía y estampadores a la plancha y en textiles;7346;7322;p;Impresores;
4;Carniceros, pescaderos y afines;7411;7511;;Carniceros, pescaderos y afines;
4;Panaderos, pasteleros y confiteros;7412;7512;;Panaderos, pasteleros y confiteros;
4;Operarios de la elaboración de productos lácteos;7413;7513;;Operarios de la elaboración de productos lácteos;
4;Operarios de la conservación de frutas, legumbres, verduras y afines;7414;7514;;Operarios de la conservación de frutas, legumbres, verduras y afines;
4;Catadores y clasificadores de alimentos y bebidas;7415;7515;;Catadores y clasificadores de alimentos y bebidas;
4;Preparadores y elaboradores de tabaco y sus productos;7416;7516;;Preparadores y elaboradores de tabaco y sus productos;
4;Operarios del tratamiento de la madera;7421;7521;;Operarios del tratamiento de la madera;
4;Ebanistas y afines;7422;7522;;Ebanistas y afines;
4;Reguladores y reguladores-operadores de máquinas de labrar madera;7423;7523;p;Reguladores y operadores de máquinas de labrar madera;
4;Cesteros, bruceros y afines;7424;7317;p;Artesanos en madera, cestería y materiales similares;
4;Preparadores de fibras;7431;7318;p;Artesanos de los tejidos, el cuero y materiales similares;
4;Tejedores con telares o de tejidos de punto y afines;7432;7318;p;Artesanos de los tejidos, el cuero y materiales similares;
4;Tejedores con telares o de tejidos de punto y afines;7432;8152;p;Operadores de telares y otras máquinas tejedoras;
4;Sastres, modistos y sombrereros;7433;7531;p;Sastres, modistos, peleteros y sombrereros;
4;Peleteros y afines;7434;7531;p;Sastres, modistos, peleteros y sombrereros;
4;Patronistas y cortadores de tela, cuero y afines;7435;7532;;Patronistas y cortadores de tela y afines;
4;Costureros, bordadores y afines;7436;7533;;Costureros, bordadores y afines;
4;Tapiceros, colchoneros y afines;7437;7534;;Tapiceros, colchoneros y afines;
4;Apelambradores, pellejeros y curtidores;7441;7535;;Apelambradores, pellejeros y curtidores;
4;Zapateros y afines;7442;7536;;Zapateros y afines;
4;Operadores de instalaciones mineras;8111;3121;;Supervisores en ingeniería de minas;
4;Operadores de instalaciones mineras;8111;8111;p;Mineros y operadores de instalaciones mineras;
4;Operadores de instalaciones de procesamiento de minerales y rocas;8112;8112;;Operadores de instalaciones de procesamiento de minerales y rocas;
4;Perforadores y sondistas de pozos y afines;8113;8113;;Perforadores y sondistas de pozos y afines;
4;Operadores de hornos de minerales y de hornos de primera fusión de metales;8121;3135;p;Controladores de procesos de producción de metales;
4;Operadores de hornos de minerales y de hornos de primera fusión de metales;8121;8121;p;Operadores de instalaciones de procesamiento de metales;
4;Operadores de hornos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación;8122;3135;p;Controladores de procesos de producción de metales;
4;Operadores de hornos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación;8122;8121;p;Operadores de instalaciones de procesamiento de metales;
4;Operadores de instalaciones de tratamiento térmico de metales;8123;3135;p;Controladores de procesos de producción de metales;
4;Operadores de instalaciones de tratamiento térmico de metales;8123;8121;p;Operadores de instalaciones de procesamiento de metales;
4;Operadores de máquinas trefiladoras y estiradoras de metales;8124;3135;p;Controladores de procesos de producción de metales;
4;Operadores de máquinas trefiladoras y estiradoras de metales;8124;8121;p;Operadores de instalaciones de procesamiento de metales;
4;Operadores de hornos de vidriería y cerámica y operadores de máquinas afines;8131;8181;p;Operadores de instalaciones de vidriería y cerámica;
4;Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes;8139;8181;p;Operadores de instalaciones de vidriería y cerámica;
4;Operadores de instalaciones de procesamiento de la madera;8141;8172;;Operadores de instalaciones de procesamiento de la madera;
4;Operadores de instalaciones para la preparación de pasta para papel;8142;3139;p;Técnicos en control de procesos no clasificados bajo otros epígrafes;
4;Operadores de instalaciones para la preparación de pasta para papel;8142;8171;p;Operadores de instalaciones para la preparación de pasta para papel y papel;
4;Operadores de instalaciones para la fabricación de papel;8143;3139;p;Técnicos en control de procesos no clasificados bajo otros epígrafes;
4;Operadores de instalaciones para la fabricación de papel;8143;8171;p;Operadores de instalaciones para la preparación de pasta para papel y papel;
4;Operadores de instalaciones quebrantadoras, trituradoras y mezcladoras de sustancias químicas;8151;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de instalaciones de tratamiento químico térmico;8152;3133;p;Controladores de instalaciones de procesamiento de productos químicos;
4;Operadores de instalaciones de tratamiento químico térmico;8152;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de equipos de filtración y separación de sustancias químicas;8153;3133;p;Controladores de instalaciones de procesamiento de productos químicos;
4;Operadores de equipos de filtración y separación de sustancias químicas;8153;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural);8154;3133;p;Controladores de instalaciones de procesamiento de productos químicos;
4;Operadores de equipos de destilación y de reacción química (excepto petróleo y gas natural);8154;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de instalaciones de refinación de petróleo y gas natural;8155;3134;;Operadores de instalaciones de refinación de petróleo y gas natural;
4;Operadores de instalaciones de refinación de petróleo y gas natural;8155;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de instalaciones de tratamientos químicos, no clasificados bajo otros epígrafes;8159;3133;p;Controladores de instalaciones de procesamiento de productos químicos;
4;Operadores de instalaciones de tratamientos químicos, no clasificados bajo otros epígrafes;8159;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de instalaciones de producción de energía;8161;3131;;Operadores de instalaciones de producción de energía;
4;Operadores de máquinas de vapor y calderas;8162;8182;;Operadores de máquinas de vapor y calderas;
4;Operadores de incineradores, instalaciones de tratamiento de agua y afines;8163;3132;;Operadores de incineradores, instalaciones de tratamiento de agua y afines;
4;Operadores de cadenas de montaje automatizadas;8171;3122;p;Supervisores de industrias manufactureras;
4;Operadores de cadenas de montaje automatizadas;8171;3139;p;Técnicos en control de procesos no clasificados bajo otros epígrafes;
4;Operadores de robots industriales;8172;3122;p;Supervisores de industrias manufactureras;
4;Operadores de robots industriales;8172;3139;p;Técnicos en control de procesos no clasificados bajo otros epígrafes;
4;Operadores de máquinas herramientas;8211;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas herramientas;8211;7223;p;Reguladores y operadores de máquinas herramientas;
4;Operadores de máquinas para fabricar cemento y otros productos minerales;8212;8114;;Operadores de máquinas para fabricar cemento y otros productos minerales;
4;Operadores de máquinas para fabricar productos farmacéuticos y cosméticos;8221;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos farmacéuticos y cosméticos;8221;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de máquinas para fabricar municiones y explosivos;8222;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar municiones y explosivos;8222;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales;8223;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales;8223;8122;;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales ;
4;Operadores de máquinas para fabricar accesorios fotográficos;8224;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar accesorios fotográficos;8224;8132;p;Operadores de máquinas para fabricar productos fotográficos;
4;Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes;8229;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes;8229;8131;p;Operadores de plantas y máquinas de productos químicos;
4;Operadores de máquinas para fabricar productos de caucho;8231;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos de caucho;8231;8141;;Operadores de máquinas para fabricar productos de caucho;
4;Plastic-products machine operators;8232;3122;p;Supervisores de industrias manufactureras;
4;Plastic-products machine operators;8232;3122;p;Supervisores de industrias manufactureras;
4;Plastic-products machine operators;8232;3122;p;Supervisores de industrias manufactureras;
4;Plastic-products machine operators;8232;8142;;Operadores de máquinas para fabricar productos de material plástico;
4;Operadores de máquinas para fabricar productos de madera;8240;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos de madera;8240;7523;p;Reguladores y operadores de máquinas de labrar madera;
4;Operadores de máquinas de imprenta;8251;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas de imprenta;8251;7322;p;Impresores;
4;Operadores de máquinas de encuadernación;8252;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas de encuadernación;8252;7323;p;Encuadernadores y afines;
4;Operadores de máquinas para fabricar productos de papel;8253;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos de papel;8253;8143;;Operadores de máquinas para fabricar productos de papel;
4;Operadores de máquinas de preparación de fibras, hilado y devanado;8261;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas de preparación de fibras, hilado y devanado;8261;8151;;Operadores de máquinas de preparación de fibras, hilado y devanado;
4;Operadores de telares y otras máquinas tejedoras;8262;3122;p;Supervisores de industrias manufactureras;
4;Operadores de telares y otras máquinas tejedoras;8262;8152;p;Operadores de telares y otras máquinas tejedoras;
4;Operadores de máquinas para coser;8263;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para coser;8263;8153;;Operadores de máquinas de coser;
4;Operadores de máquinas de blanqueo, teñido y tintura;8264;3122;p;Supervisores de industrias manufactureras;
